#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01 〔四阿鋡暮抄〕－【宮】
[042722]22 未＝束【聖】
[042723]23 無身＝身無【聖】
[042801]01 〔眼〕－【三】【宮】【聖】【石】
[042802]02 〔如〕－【聖】
[042803]03 今見眼＝見今【三】【宮】【石】，以見今【聖】
[042804]04 五＝三【三】
<042801>＊ 〔經〕－【宋】【宮】【聖】
[042805]05 以＝如【宮】
[042806]06 是空＝空是【聖】
[042807]07 是＋（是）【聖】
[042808]08 〔過〕－【聖】
[042809]09 識＋（空）【聖】【石】
[042810]10 （不）＋可【三】【宮】
[042811]11 〔何〕－【聖】
[042812]12 〔空〕－【聖】
[042813]13 〔中〕－【三】【宮】【聖】【石】
[042814]14 〔中〕－【宮】【聖】【石】
[042815]15 （知）＋如【聖】
[042816]16 〔衍〕－【聖】【石】
[042817]17 〔出〕－【宮】【聖】【石】
[042818]18 〔世〕－【明】
[042901]01 論＋（論）【元】【明】
<042901>＊ 〔者言〕－【石】
[042902]02 〔今〕－【宮】
[042903]03 〔中〕－【聖】
[042904]04 〔空〕－【三】【宮】【聖】【石】
[042905]05 相＋（相）【元】【明】
[042906]06 待＝持【聖】
[042907]07 〔空〕－【聖】
[042908]08 〔是〕－【三】【宮】【聖】【石】
[042909]09 〔等〕－【宮】【聖】【石】
[042910]10 六＝五【三】【宮】【聖】
[042911]11 相＝人【宮】
[042912]12 所＋（以）【三】【宮】
[042913]13 〔說〕－【石】
[042914]14 〔是〕－【三】【宮】【聖】
[042915]15 （（大智度…一））九字＝（（大智度經論卷第五十一，釋第二十一品，訖第二十二品））二十二字【聖】
[042916]16 五十一＝五十三【石】
[042917]17 （（大智度論…二））十六字＝（（大智度論卷第五十二釋第二十四品會宗品））十八字【宮】，（（大智度經論卷第五十二，釋第二十三品，訖第二十四品））二十二字【聖】，（（大智度論繹第二十三品會宗品，五十四））十六字【石】
<042902>＊ 聖者龍樹造＝龍樹菩薩造【三】【宮】，〔聖者龍樹造〕－【聖】【石】
<042903>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦龜茲國三藏鳩摩羅什譯〕－【聖】【石】
[042918]18 〔經〕－【宋】【宮】【聖】
[042919]19 〔般若波羅蜜〕－【宮】【聖】
[042920]20 （四神）＋足【聖】
[042921]21 佛法＝法佛【三】【宮】【聖】【石】
[043001]01 四念處摩訶衍＝摩訶衍四念處【聖】【石】但衍聖本作術
[043002]02 十八不共法摩訶衍＝摩訶衍十八不共法【聖】【石】但衍聖本作術
[043003]03 論＋（論）【元】【明】【石】
[043004]04 新＝斷【聖】
[043005]05 （解）＋脫【三】【宮】【聖】【石】＊
<043001>＊ （解）＋脫【三】【宮】【聖】【石】
[043006]06 〔者〕－【三】【宮】【聖】【石】
[043007]07 〔波羅蜜〕－【三】【宮】【聖】【石】
[043008]08 故＋（釋二十三品竟）【石】
[043009]09 〔大智度論〕－【明】，（（大智度論…五））十二字＝（（釋第二十四品））六字【聖】，（（大智論釋第二十四品十無品））十二字【石】
[043010]10 五＋（品）【宮】
<043002>＊ 〔經〕－【宋】【宮】【聖】
[043011]11 〔誰〕－【三】【宮】
[043012]12 當＝誰【聖】
[043013]13 〔誰〕－【三】【宮】【聖】
[043014]14 〔故〕－【石】
[043101]01 〔菩薩〕－【三】【宮】
[043102]02 〔是諸法〕－【三】【宮】【聖】【石】
[043103]03 性＝離【聖】
[043104]04 〔論〕－【宋】【宮】【聖】
[043105]05 如是＝知【三】【宮】【聖】【石】
[043106]06 〔能〕－【三】【宮】【聖】【石】
[043107]07 〔故〕－【聖】
[043108]08 未＋（來）【聖】
[043109]09 同＝因【聖】
[043110]10 〔是〕－【聖】
[043111]11 〔德〕－【三】【宮】【聖】【石】
[043112]12 〔福〕－【聖】
[043113]13 〔可〕－【聖】
[043114]14 中＋（破）【聖】【石】
[043115]15 蜜＝密【聖】
[043116]16 佛＋（歎）【三】【宮】
[043201]01 初入＝人初【聖】，入初【石】
[043202]02 聞＝間【宮】
[043203]03 意＝竟【聖】
[043204]04 〔人〕－【三】【宮】【聖】
<043201>＊ 〔經〕－【宋】【宮】【聖】
[043205]05 （所）＋言【元】【明】＊
[043206]06 相＝想【聖】
[043207]07 〔種〕－【宮】【聖】＊
<043202>＊ 〔種〕－【宮】【聖】
[043208]08 佛＋（人）【聖】【石】＊
<043203>＊ 佛＋（人）【聖】【石】
[043209]09 〔於〕－【宋】【聖】【石】
[043210]10 （於）＋一切【元】【明】
<043204>＊ （所）＋言【元】【明】
<043301>＊ （所）＋言【元】【明】
[043301]01 （如）＋我【石】
[043302]02 〔論〕－【宋】【宮】【聖】
[043303]03 形＋（故）【三】【石】
[043304]04 〔不可見〕－【宮】【聖】
[043305]05 〔故可〕－【三】【石】
[043306]06 斗＝升【石】
[043307]07 〔觀〕－【三】【宮】【聖】【石】
[043308]08 無數無邊＝無邊無數【三】【宮】
[043309]09 〔智〕－【三】【宮】【聖】
[043310]10 〔智〕－【宮】【聖】【石】
[043311]11 如＝以【三】【宮】【聖】【石】
[043312]12 〔生〕－【宮】
[043313]13 觸＝解【三】
<043302>＊ 〔經〕－【宋】【宮】【聖】
[043314]14 生＋（死）【石】
[043315]15 等＝苦【聖】
[043316]16 〔若〕－【宮】【聖】
[043317]17 〔無常亦不失〕－【宮】【聖】【石】
[043318]18 作法＝法即是【聖】
[043401]01 識＝觸【三】【宮】【聖】【石】
[043402]02 性自＝自性【聖】
[043403]03 （無）＋異【宮】
[043404]04 （無）＋異【三】【宮】【聖】【石】＊
<043401>＊ （無）＋異【三】【宮】【聖】【石】
[043405]05 不生＝空生【宮】
[043406]06 〔是〕－【三】【宮】【聖】【石】＊
<043402>＊ 〔是〕－【三】【宮】【聖】【石】
[043407]07 相＝想【三】【宮】【聖】【石】
[043408]08 （論）＋論【元】【明】＊
[043409]09 〔者言〕－【石】＊
[043410]10 〔法〕－【聖】
[043411]11 緣＝法【三】【宮】【聖】【石】
[043412]12 〔識〕－【聖】
[043413]13 〔破〕－【三】【宮】
[043414]14 （是）＋故【三】【宮】【聖】【石】
[043415]15 知＝智【聖】
[043416]16 無＝誰【聖】，誑【宮】【石】
[043417]17 〔說〕－【宮】【聖】
[043418]18 〔故〕－【聖】【石】
[043419]19 恐怖＝怖畏【三】【宮】
[043420]20 智＝知【聖】
[043421]21 惑知＝或如【石】
[043422]22 〔能〕－【宮】【聖】
<043403>＊ 〔經〕－【宋】【宮】【聖】
[043423]23 視＝示【三】【宮】【聖】【石】＊
<043404>＊ 視＝示【三】【宮】【聖】【石】
<043405>＊ 視＝示【三】【宮】【聖】【石】
<043406>＊ 視＝示【三】【宮】【聖】【石】
<043407>＊ 視＝示【三】【宮】【聖】【石】
[043501]01 何＝不生【聖】
[043502]02 〔故四念…法〕十七字－【聖】
[043503]03 〔法〕－【宮】【聖】
[043504]04 三＋（非四）【聖】
[043505]05 〔及〕－【三】【宮】【聖】【石】
[043506]06 〔相〕－【三】【宮】【聖】
<043501>＊ （論）＋論【元】【明】
<043502>＊ 〔者言〕－【石】
<043503>＊ 視＝示【三】【宮】【聖】【石】
[043507]07 相＋（相）【三】
[043508]08 （皆）＋一相【宮】【聖】【石】
[043509]09 〔相〕－【三】【宮】【石】
[043510]10 〔故〕－【三】【宮】【聖】
[043511]11 〔二〕－【聖】
[043512]12 法數＝數法【宋】
[043513]13 （（大智度…二））九字＝（（大智論釋卷第五十四，釋二十四品竟））十五字【石】
[043514]14 （經）＋論【聖】
[043515]15 （（大智度論…三））十六字＝（（大智度論卷第五十三釋無生三觀品第二十六））十九字【三】【宮】但文中六字下明本有經作無生品五字而作夾註，六字下宮本有品字，（（大智度經論卷第五十三，釋第二十五品））十六字【聖】，（（大智論第二十五品無生品五十五））十四字【石】
<043504>＊ 聖者龍樹造＝龍樹菩薩造【三】【宮】，〔聖者龍樹造〕－【聖】【石】
<043505>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦龜茲國三藏鳩摩羅什譯〕－【聖】【石】
[043516]16 〔經〕－【宋】【聖】
[043517]17 〔如〕－【三】【宮】【聖】【石】
[043601]01 知＝智【聖】
[043602]02 非＋（作）【聖】
[043603]03 〔論〕－【宋】【聖】＊
[043604]04 斫＝破【聖】
[043605]05 〔有〕－【三】【宮】【聖】【石】
[043606]06 菩薩＝菩提【元】【明】【聖】【石】
[043607]07 秦言二字石山本作夾註＊
[043608]08 義＝我【元】【明】
[043609]09 知＝智【聖】
[043610]10 〔中〕－【聖】
[043611]11 蜜＝漢【宋】＊
<043601>＊ 秦言二字石山本作夾註
[043612]12 阿＝何【聖】
<043602>＊ 蜜＝漢【宋】
[043613]13 波＝彼【石】
[043614]14 何＝行【聖】
[043615]15 〔常〕－【石】
<043603>＊ 〔經〕－【宋】【宮】【聖】
[043616]16 智＝知【聖】
[043617]17 無＝不【石】
[043618]18 （空）＋無生【聖】
<043701>＊ 〔論〕－【宋】【聖】
[043701]01 言＝說【三】【宮】【聖】【石】
[043702]02 想＝相【石】
[043703]03 想＝相【宋】【聖】
[043704]04 廁＝惡【宮】【聖】【石】
[043705]05 想＝相【聖】
[043706]06 無＝不【石】
[043707]07 今＝念【元】
<043702>＊ 〔經〕－【宋】【宮】【聖】
[043708]08 無＋（量）【聖】
[043709]09 三昧＋（門）【石】
[043710]10 尼＋（門）【石】
[043711]11 凡夫＝凡人【三】【宮】＊，凡夫凡夫＝凡人乃至見一切種智無生畢竟淨故見凡人【聖】
<043703>＊ 凡夫＝凡人【三】【宮】
[043712]12 （今）＋不【元】【明】
[043713]13 故＝使【聖】
[043714]14 〔無生法中〕－【宋】【宮】【聖】
[043715]15 生難＝難生【聖】
[043716]16 想＝相【聖】＊
<043704>＊ 想＝相【聖】
[043717]17 〔是〕－【宮】【聖】
[043718]18 所得＝得所【聖】
[043719]19 受＝愛【聖】
[043720]20 〔法〕－【宮】【聖】
[043721]21 〔法〕－【三】【宮】【聖】
[043722]22 （論）＋論【元】【明】
[043723]23 者言＝釋曰【石】
[043724]24 （清）＋淨【石】
[043725]25 〔清〕－【石】
[043801]01 〔種〕－【三】【宮】
[043802]02 折＝斷【石】
[043803]03 明＋（心）【三】【宮】
[043804]04 相分＝分相【聖】
[043805]05 已＝以【石】
[043806]06 感＝減【聖】
[043807]07 〔若〕－【聖】
[043808]08 寂＝界【聖】
[043809]09 獨＝猶【聖】
[043810]10 〔以〕－【三】【宮】【聖】
[043811]11 呵＝可【聖】
[043812]12 罪＝羅【聖】
[043813]13 兒＝倪【石】
[043814]14 （生）＋愛【元】【明】【聖】【石】
[043815]15 悲＝非【聖】
[043816]16 於＝持【三】【宮】【聖】
[043817]17 想＝相【聖】＊
<043801>＊ 想＝相【聖】
[043818]18 為＋（身）【聖】
[043819]19 〔身〕－【石】
<043802>＊ 〔經〕－【宋】【宮】【聖】
[043820]20 〔令〕－【聖】
[043821]21 〔令〕－【石】
[043822]22 如＝以【石】
[043823]23 報＋（無報）【聖】
[043824]24 生＝在【聖】
[043825]25 〔及〕－【宋】【宮】【聖】
[043826]26 不＝無【三】【宮】＊
<043803>＊ 不＝無【三】【宮】
[043827]27 不＝無【三】【宮】【聖】
[043828]28 不＝無【三】【宮】【聖】
[043829]29 （論）＋論【元】【明】
[043830]30 者言＝釋曰【石】
[043901]01 以＝已【三】【宮】
[043902]02 〔法〕－【三】【宮】
[043903]03 俱＝但【聖】
[043904]04 生＋（法）【三】【宮】
[043905]05 汝＝法【聖】【石】
[043906]06 〔者〕－【三】【宮】
[043907]07 之＝定【聖】
[043908]08 違＝達【聖】
[043909]09 以＋（故）【三】【宮】
[043910]10 〔得〕－【聖】
[043911]11 〔生〕－【聖】＊
<043901>＊ 〔生〕－【聖】
[043912]12 是故＝故是【三】【宮】
[043913]13 以＝已【石】
[043914]14 不受＝受不【聖】
[043915]15 知＝故【石】
[043916]16 〔無〕－【聖】
[043917]17 （有形）＋空【聖】
[043918]18 復＝須【聖】
[043919]19 言＋（說）【石】
[043920]20 智＋（皆）【三】【宮】【聖】【石】
<043902>＊ 〔經〕－【宋】【宮】【聖】
[043921]21 〔爾時〕－【聖】【石】
[043922]22 （諸）＋說【石】
[043923]23 性＝法【石】
[043924]24 〔羅〕－【三】【宮】
[043925]25 瓔珞＝纓絡【明】
[043926]26 支＝枝【石】
[043927]27 〔相〕－【聖】
[044001]01 〔施〕－【三】【宮】
[044002]02 〔論〕－【宋】【宮】【聖】
[044003]03 說＝記【元】【明】【聖】【石】
[044004]04 諍＝淨【聖】
[044005]05 〔法〕－【三】【宮】
[044006]06 巧＝工【三】【宮】【聖】
[044007]07 〔偏〕－【石】
[044008]08 〔罣〕－【聖】
[044009]09 姣輸＝妖諂【三】【宮】
[044010]10 非＝不【石】
[044011]11 折＝斷【元】【明】【石】
[044012]12 〔故〕－【聖】
[044013]13 〔六波羅蜜〕－【石】
[044014]14 棘＝蕀【聖】【石】
[044015]15 名＝石【聖】
[044016]16 學＋（人）【聖】【石】
[044017]17 是名＝名是【聖】
[044018]18 〔是〕－【聖】
[044019]19 〔故〕－【三】【宮】【聖】
[044020]20 是＝果【聖】
[044021]21 〔為〕－【三】【宮】
[044022]22 雜＝離【宮】【聖】＊
<044001>＊ 雜＝離【宮】【聖】
[044023]23 次＋（問）【聖】
[044024]24 〔三昧其中…道〕十五字－【聖】
[044025]25 菩薩＝苦【三】【宮】
<044002>＊ 〔經〕－【宋】【宮】【聖】
[044026]26 〔爾時〕－【聖】
[044101]01 諸國＝世【三】【宮】【聖】，諸世【石】
[044102]02 菩提道＝菩薩道【三】【聖】，菩薩行【宮】
[044103]03 菩薩＝行菩提【石】
[044104]04 道者救＝應若度【宮】
[044105]05 〔是〕－【三】【宮】【聖】
[044106]06 問＝次【宮】
[044107]07 〔常〕－【三】【宮】【聖】
[044108]08 令＝今【石】
[044109]09 念＝眾【聖】
[044110]10 〔無色…法〕八字－【宮】【聖】
[044111]11 蜜＝空【石】
[044112]12 〔如〕－【宮】，如汝＝法【聖】
[044113]13 承＝義【聖】
[044114]14 〔當〕－【三】【宮】【聖】
[044115]15 振＝震【明】【宮】【聖】【石】
[044116]16 湧＝涌【宮】，踴【石】＊
<044101>＊ 湧＝涌【宮】，踴【石】
<044102>＊ 湧＝涌【宮】，踴【石】
<044103>＊ 湧＝涌【宮】，踴【石】
<044104>＊ 湧＝涌【宮】，踴【石】
<044105>＊ 湧＝涌【宮】，踴【石】
[044117]17 笑＝笑【聖】＊
<044106>＊ 笑＝笑【聖】
[044118]18 世界＋（中）【石】
[044119]19 那由他＝阿僧祇【宮】，阿由陀【聖】
[044120]20 （論）＋論【元】【明】
[044121]21 者言＝釋曰【石】
[044122]22 〔讚〕－【石】
[044123]23 善＝喜【三】【宮】【聖】
[044124]24 道＝導【三】【宮】【石】
[044125]25 （若）＋離【元】【明】
[044126]26 道＝導【三】【宮】
[044127]27 〔無〕－【宮】【聖】【石】
[044128]28 〔離〕－【聖】
[044129]29 川萬流＝川流【聖】，流萬川【石】
[044130]30 藥＝樂【聖】
[044131]31 巴＝芭【石】
[044132]32 〔拔〕－【三】【宮】
[044133]33 〔捨〕－【石】
[044134]34 〔戲〕－【聖】
[044135]35 〔波羅蜜〕－【石】
[044136]36 利＝引【聖】
[044137]37 離＝捨【三】【宮】【聖】【石】
[044138]38 引＝利【聖】
[044139]39 空＝定【宮】【聖】【石】
[044140]40 〔畢竟〕－【三】【宮】
[044201]01 〔義〕－【聖】
[044202]02 善哉＋（善哉）【石】
[044203]03 汝＝彼【聖】
[044204]04 〔所〕－【石】
[044205]05 恣＝次【聖】
