#T24
#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
# （（））─ 與＝配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[009901] 〔大〕－【明】＊
[069041] Ma.n.dadiipa.
[069042] Visaala.
[069043] Jayanta.
[069044] Subhakuu.ta.
[069045] Sabbananda.
[069046] 洗＝酒【宋】【元】【宮】,Uda-kasaa.tika.
[069047] 棘＝蕀【聖】
[069048] 刺＝刺【元】【明】＊
[069049] 穢惡＝惡穢【三】【宮】
[069101] Bodhirukkha.t.thaana.
[069102] 輦＝摙【三】【宮】
[069103] Viihiraasi.
[069104] 妓＝伎【宮】＊
[069105] Ga.n.dambamuula.
[069106] 遺＝遣【三】【宮】
[069107] 往＝生【聖】
[069108] Eva.m acintiyaa buddhaa, buddhadhammaa acintiyaa,acintiyesupasannaana.m vipaako hoti acintiyo.
[069109] 到＝倒【聖】
[069110] 至＝牟【聖】
[069111] Mutiya^ngana-, Diigha vaapi-, Kalyaa.ni-cetiya.t.thaana.
[069112] 闥＝撻【三】【宮】
[069113] Meghavanuyyaana.
[069114] Anulaa.
[069115] 悵＝暢【三】【宮】【聖】
[069116] 王＝生【聖】
[069117] 摽＝栗【三】，【宮】＊
[069118] Jambukolapa.t.tana.
[069119] 渡＝度【三】【宮】【聖】
[069120] Dasa-siilaani.
[069121] Mahaabodhi.
[069122] 令＝命【聖】
[069123] Mahaabodhi.m gahetvaa gacchaahi.
[069124] La^nkaadii.pa.
[069125] 揵＝犍【明】＊
[069201] 盆＝[分/瓦]【三】【宮】下同
[069202] Suva.n.nakataaha.
[069203] Do.namatta-dhaatuyo（複形）
[069204] 〔將〕－【三】【宮】
[069205] Vissakammadevaputta.
[069206] 業＝等【聖】
[069207] 〔汝〕－【聖】
[069208] Hattha.
[069209] A^ngula.
[069210] Dhajapataaka.
[069211] 土＝立【聖】
[069212] Suva.n.natulika.m gahetvaa manosilaaya lekha.m katvaa.
[069213] 處＝突【聖】
[069214] 展＝輾【聖】
[069215] Thutijappa.
[069216] 共＝供【聖】
[069217] Cakkavaala.
[069218] 唯＝惟【三】【宮】
[069219] 於＋（是）【三】【宮】
[069220] 〔更〕－【三】【宮】
[069221] 婆＝波【三】【宮】【聖】
[069222] A.t.tha braahma.nakulaani, a.t.tha ku.tumbikakulaani, a.t.tha gopakakulaani, a.t.tha taracchakulaani, a.t.tha kaali^ngakulaani.
[069223] 陵＝淩【聖】
[069224] 舁＝與【三】【宮】【聖】
[069225] Taamalitthi.
[069226] Ari.t.tha.
[069227] 從＝徒【三】【宮】
[069228] 去＝土【三】【宮】
[069229] 噎＝咽【三】【宮】
[069301] 徹＝撤【三】【宮】【聖】
[069302] Naagabhavana.
[069303] 〔於〕－【聖】
[069304] （王）＋位【三】【宮】【聖】
[069305] jambukolap .t.tana.
[069306] 北城＝城北【宮】
[069307] 〔衛〕－【三】【宮】【聖】
[069308] So.lasa Jaatisampannakulaanii.
[069309] Dhanu.
[069310] Mahaasiriisabodhi.
[069311] 憂＝優【三】【宮】,Udumbabodhi.
[069312] Nigrodhabodhi.
[069313] 園＝國【宮】
[069314] [土*庶]＝掖【三】【宮】【聖】
[069315] 理＝畟【宮】【聖】
[069316] 〔種〕－【聖】
[069317] Rohi.ninakkhatta.
[069318] 栽＝裁【聖】
[069319] 又＝及【明】
[069320] 〔王〕－【三】【宮】
[069321] Tavakkabraahma.na.
[069322] 收＝枚【三】【宮】【聖】
[069323] Issaranimmaa avihaara.
[069324] Cetiyapabbata.
[069325] 〔帝〕－【聖】
[069326] Rohanajanapada.
[069327] 往＝佳【聖】, Kaa.taragaama.
[069328] 增生＝憎長【宋】【元】，增長【明】【宮】
[069329] Lohapaasaada.t.thaana.
[069330] Pubbanimitta.
[069331] Mahaacetiya.t.thaana.
[069332] 薝＝瞻【三】【宮】【聖】, Campakapuppha.
[069333] 獻王＝獻王王【三】【宮】，王【聖】
[069334] 〔王〕－【三】【宮】【聖】
[069335] Du.t.thagaamini Abhaya.
[069336] 扠＝杈【宋】【宮】＊，叉【明】＊
[069337] 刻＝剋【聖】
[069338] 德言＝言德【元】
[069339] 雜＝離【聖】
[069340] 叉＝扠【宋】【元】【宮】【聖】
[069401] Ma.n.dapa.
[069402] Meghava.n.naabhaya.
[069403] SaKasakasippe ppayojetvaa.
[069404] 此下聖本有光明皇后願文
[069405] 〔善見律〕－【聖】
[069406] 沙＋（律）【聖】
[069407] 〔善見律〕－【聖】
[069408] 沙＋（律）【聖】
[069409] 〔蕭齊…譯〕十二字－【聖】
[069410] 阿摽扠＝阿栗扠【宋】【元】【宮】下同，阿栗叉【明】下同，阿[標*寸]扠【聖】下同
[069411] 末＝未【元】，沬【聖】,Mattaabhaya.
[069412] Tena samayena buddho bhagavaa Vera~njaaya.m viharati Nalerupucimandamuule.
[069413] [阿-可+(嶙-山)]＝憐【三】【宮】【聖】
[069414] 敘＝序【三】【宮】
[069415] 霹靂＝礔[石*歷]【聖】
[069416] 十＋（八）【三】【宮】
[069417] 如＝以【三】【宮】
[069418] Tissadatta,Kaalasumana, Diighasumana.
[069419] 展＝輾【聖】＊
[069420] Ma.nigha.ta.
[069421] 徹＝澈【聖】
[069422] Etadatthaakathaa etadatthaa mantanaa etadatthaa upanisaa etadattha.m.sotaavadhaana.m.
[069423] Vutta.m yena yadaa yasmaadhaarita.m yena caabhata.m yattha ppati.t.thita.m c'eta.m eta.m vatvaa vidhi.m tato.
[069424] 今＝令【宮】
[069425] Paaraajika. l.
[069426] Sudinna.
[069427] Methuna.
[069428] Dhaniya Kumbhakaaraputta.
[069429] 材＝林【聖】
[069430] 〔也〕－【三】【宮】
[069431] Na.leru.
[069432] Pucimanda.
[069433] 曼＝蔓【宋】【元】【宮】
[069434] 陰＝蔭【三】【宮】
[069501] 生＝坐【三】【宮】
[069502] 今＋（毘）【聖】
[069503] 因＝內【三】【宮】
[069504] 婆羅＋（門）？
[069505] 知外＝智入【聖】
[069506] 圍＝韋【明】，國【聖】
[069507] 〔門者聞也〕－？
[069508] 門＝聞？, Assosiiti su.ni.
[069509] （沙門者）＋滅？, Samitapaapattaa samano ti veditabbo.
[069510] Gotama.
[069511] 債＝責【宮】【聖】
[069512] 阿羅＋（漢）【三】【宮】
[069513] Vedanaa.
[069514] 〔界〕－【聖】
[069515] Ta.nhaa.
[069516] Tattha tattha saa saa ta.nhaa.
[069517] 受＝愛【三】【宮】
[069518] Apaaya.
[069519] 樂＝緣【三】【宮】
[069520] 二＝三【元】【明】【宮】
[069521] 得＝縛【三】【宮】
[069522] 不得＝縛不【三】【宮】
[069523] 離＋（不得相離）【聖】
[069524] 今＝令【聖】
[069525] 見＝具【三】【宮】
[069526] Yathaabhuuta.m ~natvaa.
[069527] 〔者〕－【聖】＊
[069528] Brahman Sahampati.
[069601] Si.neru.
[069602] Bimbisaarakosalaraajan.
[069603] 羅＝門【聖】
[069604] Asokamahaaraajan.
[069605] Sammaasambuddha.
[069606] 善＝若【三】【宮】【聖】
[069607] 〔法〕－【三】【宮】
[069608] 明＝眼【聖】
[069609] 身識意識＝意識身識【聖】
[069610] 身記意記＝意記身記【聖】
[069611] Pa~ncakkhandhaa,Dasakasinaani, Dasaanussatiyo, Uddhumaatakasa~n~naadivasena dasasa~n~naa, Kesaadayo dvatti.msaakaaraa（三十二種）, Dvaadasaayatanaani, A.t.thaarasadhaatuyo, Kaamabhavaadayo navabhava （欲有為初九有）,Pa.thamaadiini cattaari jhaanaani （第一為初四禪）, Mettaabhaavanaadayo catasso appama~n~na （慈觀為初四無量）,Catasso aruupasamaapattiyo.
[069612] 〔二〕－【宮】
[069613] 〔四〕－？
[069614] Jaati.
[069615] Vijjaa ti tisso vijjaa a.t.tha pi vijjaa.
[069616] Bhayabherava-sutta.
[069617] Amba.t-.tha-sutta.
[069618] Cha abhi~n~naa.
[069619] Cara.na.
[069620] 或＝戒【聖】
[069621] Pa.n.narasadhammaa.
[069622] Bhojane matta~n~nutaa.
[069623] Vijjaacara.nasampanna
[069624] 至＋（得）【聖】
[069625] Sugata.
[069626] 〔聞〕－【宮】
[069627] 常＝當【宋】
[069628] 錠＝定【三】【宮】, Diipa^nkara.
[069629] Bodhima.n.da.
[069630] Uccheda.
[069631] Sassata.
[069632] Atthasa.mhita.
[069633] Lokaviduu.
[069634] 尋＝等【三】【宮】,Vyaamamatta.
[069635] Sa^nkhaaraloka, sattaloka, okaasaloka.
[069636] 于＝千【宋】，千【元】【明】【宮】
[069637] 答＋（曰）【明】【聖】
[069638] 〔曰〕－【宮】
[069639] 入＝八【宋】【元】
[069640] 鈍＝地【宋】【元】
[069641] 令＝今【宋】【元】
[069701] Cakkaavaa.la.
[069702] Si.neru.
[069703] Yugandhara, IIsadhara, Karaviika, Sudassana,Nemindhara, Vinataka, Assaka.n.na.
[069704] 陀＝那【聖】
[069705] 千＝干？
[069706] Himavant.
[069707] 有＝餘【三】【宮】
[069708] 千＝十【聖】＊
[069709] 號＝楞【宋】【元】【宮】
[069710] Jambudiipa.
[069711] 十＝七【宋】【元】【宮】，千【聖】＊
[069712] Asurabhavana.
[069713] Aviicimahaaniraya.
[069714] Aparagoyaana.
[069715] Pubbavideha.
[069716] Uttarakuru.
[069717] 眼＝明【三】【宮】
[069718] Anuttara.
[069719] Purisadammasaarathin.
[069720] Apalaa.la.
[069721] 又＝叉【明】
[069722] Cuu.lodara, Mahodara, Aggisikha（火聚）, Dhuumasikha（[火*因]聚）,Dhanapaala.
[069723] 杵＝朽【明】【宮】【聖】
[069724] Saccakaniga.n.thaputta.
[069725] 十＝卜【三】【宮】【聖】,Pokkharasaati, A^ngulimaalaa.
[069726] 娑鴦＝婆央【三】【宮】，娑英【聖】
[069727] AAlavaka, Suciloma, Kharaloma.
[069728] 滿＝漏【三】【宮】【聖】
[069729] Sakkadevaraajan.
[069730] Kesi.
[069731] 漢＝此【明】＊，漢言牧象人明本作夾註
[069732] Satthaa.
[069733] Satthavaahaa.
[069734] Kantaara.
[069735] Corakantaara.
[069736] Vaa.lakntaara.
[069737] Dubbhikkhakantaara.
[069738] Niruudakakantaara.
[069739] Campaanagara.
[069740] Gaggaraa.
[069741] Ma.n.duka.（蛙）
[069742] Vacchapaalaka.
[069743] 刺＝剌【元】【明】＊
[069744] Taavati.msabhavana.
[069745] 攙＝鑱【三】【宮】，誤【聖】
[069746] Dhammaabhisamaya.
[069747] Sotaapattiphala.
[069748] Bhagavant.
[069801] 諦＝帝【聖】
[069802] AAvatthika, Li^ngika, Nemittika, Adhiccasamuppanna.
[069803] 〔者〕－【三】【宮】
[069804] Suddhodana.
[069805] Tusita.
[069806] 說＝脫【三】【宮】
[069807] 唯＝惟【三】【宮】＊
[069808] 〔名〕－【聖】
[069809] 過＝遇【宋】【元】＊
[069810] Lobha-dosa-moha-vipariitamanasikaara-ahirikaanottappakodhuupanaaha-makkhapa-laasa-issaamacchariya-maayaa-saa.theyya-thambhasaarambha-maanaatimaana-madappamaada-ta.nhaavijjaatividhaakusalamuula-duccaritasa^nkilesa-mala-visamasa~n~naa-vitakkapapa~nca-catubbidhavipariyesa-aasavagantha-
         oghayogaagati-ta.nhuppaadupaadaana-pa~ncacetokhila-vinibandhanii-vara.naabhinandanaa-chavivaadamuula-ta.nhaakaaya-sattaanusaya-a.t.thamicchatta-navata.nhaamuulaka-dasaakusalakammapatha-dvaasa.t.thidi.t.thig-ata-a.t.thata-a.t.thasatata.nhaavicaritappabheda-sabbadarathapari.laahakilesasa
         tasahassaanisa^nkhepato vaa pa~nca ki, esakhaadha.
[069811] 婆＝波【三】【宮】【聖】
[069812] 喜＝嬉【聖】
[069813] 〔梵〕－【聖】
[069814] 好無＝無好【聖】
[069815] 生＝至若【三】【宮】【聖】
[069816] （婆）＋伽【明】
[069817] Dhammakaayasampatti.
[069818] 答＋（曰）【明】
[069819] 四＋（四）【聖】
[069820] 關＝聞【明】
[069821] √va.
[069822] 〔人〕－【聖】
[069823] 富＝當【聖】
[069824] 來＝是【三】【宮】
[069825] Saya.m abhi~n~naa.
[069826] 名＝多【明】
[069827] Ab-hisambodhi.
[069828] Paccekabodhi.
[069829] Saavakabodhi.
[069830] （名）＋為【三】【宮】
[069831] 來＝有【宮】
[069832] 開示＝開視【三】【宮】【聖】＊
[069833] 又＝文【三】【宮】
[069901] 邃＝遠【三】【宮】【聖】
[069902] Kevalaparipu.n.na.
[069903] 卑＝畢【三】，禪畢【宮】
[069904] Brahmacariya.
[069905] 開示＝開視【三】【宮】【聖】,Brahmacariya.m pakaaseti.
[069906] 雜＝離【宮】【聖】
[069907] parisuddha.
[069908] Buddha-paccekabuddha-buddhasaavaka.
[069909] Saadhu.
[069910] 將＝獎【三】【宮】＊
[069911] 人＋（人）【聖】
[069912] Dassana.m hoti.
[069913] 日轉＝曰轉【宋】【元】，日輪【聖】
[069914] 止＝上【三】【宮】【聖】,Uparivata （上風）
[069915] 大＝太【三】【宮】【聖】
[069916] 〔故〕－【聖】
[069917] Sama.na.
[069918] Mahallaka.
[069919] 〔者〕－【三】【宮】【聖】＊
[069920] 者＝大【宋】【元】，〔者〕－【聖】
[069921] 〔大〕－【明】
[069922] 〔朽〕－【聖】
[069923] Vayo anuppatta.
[069924] Bho Gotama.
[069925] 〔今〕－【三】【宮】
[069926] 下＝不【宋】【元】
[069927] Aggo 'ham asmi lokassa,je.t.tho 'ham asmi lokassa,se.t.tho 'ham asmi lokassa.
[069928] 受＝為【三】【宮】
[069929] 瞳矇＝童矇【宋】【元】【宮】，童蒙【明】
[069930] Arasaruupa.
[069931] 言＝曰【三】【宮】
[069932] 〔過〕－【聖】
[069933] Akiriva.
[069934] Uccheda.
[069935] 譏＝機【聖】
[070001] 伏卵＝復[穀-禾+卵]【宋】【元】＊，伏[穀-禾+卵]【明】＊，[卄/(狂-王+包)][穀-禾+卵]【宮】＊
[070002] 伏＝復【宋】【元】【宮】【聖】
[070003] （後出）＋為【三】【宮】
[070004] 裏＝裏【宋】【元】
[070005] 〔者正〕－【聖】
[070006] Samaahita.m citta.m ekagga.m.
[070007] 〔復〕－【三】【宮】
[070008] Kaama.
[070009] Chanda kaama, Raaga Kaama, Chandaraaga haama.
[070010] 儻＝償【宋】【元】，黨【明】【宮】
[070011] Pa.tipakkhabhuuta.（？）
[070012] Kaayaviveka, Cittaviveka, Vikkhambha.naviveka.
[070013] Vatthukaama.
[070014] Kilesakaama.
[070015] Vicaara.
[070016] Pa~nca niivara.naani（複）
[070017] 〔謂〕－【聖】
[070018] 邪＝耶【三】【宮】
[070019] 〔流〕－【宮】
[070020] Vitakka.
[070021] Vicaara.
[070022] 研＝併【宮】
[070023] 支＝枝【聖】
[070024] 蓋＝善【聖】
[070025] Piiti.
[070026] 樂者＝者樂【聖】
[070027] Sukha.
[070028] 洗＝酒【宋】【元】【宮】
[070029] Paccanikadhamme jhaapetiiti jhaana.m.
[070030] Kasi.naaramma.na.
[070031] 更無＝無畏【聖】
[070101] Bodhima.n.da.
[070102] Visuddhimagga.
[070103] Vitakkavicaaraana.m vuupasamaa.
[070104] Ajjhatta.
[070105] Sampasaadana.
[070106] 名即＝即名【聖】
[070107] Ekodibhaava.
[070108] 二＝三【三】【宮】
[070109] 〔喜〕－【聖】
[070110] 〔念〕－【三】【宮】【聖】
[070111] 謂＝為【三】【宮】【聖】
[070112] Upekkhako ca vihaasin.
[070113] 黨＝儻【聖】
[070114] 健＝揵【三】【宮】
[070115] 1.Cha.la^ngupekkhaa. 2.brahmavihaarupekkhaa. 3.bojjha^ngupekkhaa, 4.viriyupekkha. 5.sankharupekkhaa. 6.sa^nkhaarupekkhaa. 7.vedanuupekkhaa. 8.majjhattupekkhaa. 9.jhaanupekkhaa. 10.paarisuddhiupekkhaa.
[070116] 沙＝波【三】【宮】
[070117] 地＝他【三】【宮】
[070118] Atthasaalinii.
[070119] Dhammasa^ngaha.t.thakathaa.
[070120] Visuddhimagga.
[070121] 擇＝釋【三】
[070122] [(殼-一)/牛]＝搆【宋】【元】【宮】
[070123] 數＝雖【聖】
[070124] 入＝人【三】【宮】
[070201] 此下聖本有光明皇后願文
[070202] 〔毘婆沙〕－【聖】
[070203] 如＋（是）【聖】
[070204] 取＝趣【宮】
[070205] 內＝納【明】
[070206] 捉＝提【宋】
[070207] 諸＝謂【宋】
[070208] 〔曰〕－【聖】
[070209] 償＝黨【明】【宮】，儻【聖】
[070210] 〔識〕－【三】【宮】
[070211] 識＝諍【聖】
[070212] 思樂＝樂思【三】【宮】
[070213] 又＝入【三】【宮】
[070214] 人＝入【三】【宮】
[070215] 學＝覺【聖】
[070216] 入＝人【聖】
[070217] 下＝不【宋】【元】
[070218] 若＝苦【宮】
[070219] 掉＝悼【聖】
[070220] 妄＝忘【宋】【元】【宮】【聖】
[070301] 墮＝隨【聖】＊
[070302] 展＝輾【聖】＊
[070303] Paaramii.
[070304] Visuddhimagga.
[070305] Sa.mva.t.takappa.
[070306] 漢＝此【明】＊，以下四字明本作夾註＊
[070307] Viva.t.ta.t.thaayii.
[070308] Sa.mva.t.ta.t.thaayii.
[070309] Sa.mva.t.ta, Sa.mva.t.ta.t.thaayii, Viva.t.ta, Viva.t.ta.t.thaayii.
[070310] AAbhassaraa, Subhaki.nhaa, Vehapphalaa.
[070311] Jaatikkhetta, AA.nakkhetta, Visayakkhetta.
[070312] Ratanaparitta, Khandhaparitta, Dhajaggaparitta, AAtaanaa.tiyaparitta, Moraparitta.
[070313] 滅＝威【聖】
[070314] 興＝與【聖】
[070315] Visuddhimagga.
[070316] Bodhima.n.da.
[070317] Tusitabhavana.
[070318] Setaketu.
[070319] 白＝曰【宮】＊
[070320] 狹＝挾【聖】＊
[070321] 辨＝辦【三】【宮】，辯【聖】
[070322] 央＝鞅【宋】【元】【宮】，殃【聖】
[070323] [穀-禾+卵]＝轂【聖】＊
[070324] 智＝知【三】【宮】＊
[070325] 天＋（天）【聖】
[070326] 徹＝[徹-彳+月]【聖】
[070327] Yo hi cutimatta.m eva passati na upapaata.m so ucchedadi.t.thi.m ga.nhaati.
[070328] Anuruddha.
[070401] 色＋（者）【三】【宮】
[070402] Sugata.
[070403] 〔善〕－【聖】
[070404] Duggata.
[070405] Hina.
[070406] 當＝常【三】【宮】
[070407] Nandavana.
[070408] Missakavana.
[070409] Phaarusakavana.
[070410] Kaayaduccarita.
[070411] 雜＝惡【聖】
[070412] Gihii.
[070413] 〔如〕－【聖】
[070414] 謗＝語【三】【宮】【聖】
[070415] （問）＝曰【三】【宮】
[070416] Thera.
[070417] Daharabhikkhu.
[070418] Ulunkamatta u.nhayaagu.
[070419] 稀＝桸【宋】【元】【聖】，[木*戲]【明】【宮】
[070420] Ummaara.
[070421] 歠＝餐【三】【宮】＊，啜【聖】＊
[070422] 老＝者【聖】
[070423] 摩＝糜【聖】, Mahallaka.
[070424] 竟＋（竟）【聖】
[070425] 〔年〕－【三】【宮】【聖】＊
[070426] 有＋（所）【三】【宮】
[070427] 〔不〕－【聖】
[070428] Parinibbutama~nca.t.thaana.
[070429] Micchaadi.t.thika.
[070430] Kaayassa bheda.
[070431] Apaaya.
[070432] Aviici.
[070433] Vijjaa.
[070434] 故＝破【三】【宮】
[070435] Samaahita citta.
[070436] 指＝宿【聖】
[070437] 又＝久【三】【宮】
[070501] Vusita.
[070502] Brahmacariya.
[070503] Kata kara.niiya.
[070504] 諸＝謂【三】【宮】
[070505] 〔法〕－【三】【宮】
[070506] Dhammaasa^nkhata.
[070507] Chattamaanavaka-vimaana.
[070508] Raagaviraagam anejam asoka.m dhammam asa^nkhatam appa.tikuula.mmadhuram ima.m pagu.na.m suvibhatta.m dhammam ima.m sara.natthamupehi, yattha ca dinnamahapphalam aahu catusu suciisupurisayugesu, a.t.tha ca puggaladhammadasaa te, sa^ngha.m ima.msara.nattham upehi.
[070509] Samp. Papa~ncasuudanii, Majjhima.t.thakathaa, Bhayabheravasuttava.n.nanaa, Suma^ngalavilaasinii, Diigha.t.thakathaa.
[070510] Upaasaka.
[070511] Samp. Papa~ncas~udanii, Majjhima.t.thakathaa.
[070512] 自＝白【宋】【元】
[070513] 〔曰〕－【三】【宮】
[070514] 爪＝瓜【明】
[070515] 〔若〕－【宮】【聖】
[070516] 二＋（疑）【三】【宮】
[070517] Seta.t.thika.
[070518] 狼＝[卄/狼]【宋】【元】【宮】＊
[070519] 骨＝膏【三】【宮】
[070601] Salaakaavutta.
[070602] 旱＝焊【宮】
[070603] 發＝登【聖】
[070604] 估＝僑【三】【宮】【聖】
[070605] 減＝咸【宋】【元】【宮】
[070606] 馬＝為【三】【宮】
[070607] 本＋（日）【聖】
[070608] Pi.n.dapaata.
[070609] Patthapatthapulaka.m aaraama.m haritvaa.
[070610] 舂＝[打-丁+舂]【聖】
[070611] 作糜＝行磨【三】【宮】
[070612] 侍＝待【聖】
[070613] Naagasamaala.
[070614] 伽＝和【三】【宮】
[070615] Naagita.
[070616] Meghiya.
[070617] Upavaana.
[070618] Saagata.
[070619] Sunakkhatta Licchaviputta.
[070620] 飯＝餅【明】
[070621] Maara.
[070622] 志＝忘【三】【宮】【聖】
[070623] （善哉…勝）二百十一字∞（魔蔽…言）三百七十二字？
[070624] 利＋（利）【聖】
[070625] 〔問曰知〕－？
[070626] （善哉…勝）二百十一字∞（魔蔽…言）三百七十二字？
[070627] 政＝正【三】【宮】
[070628] Uttarakuru.
[070629] Tidasapura.
[070630] 〔人〕－【聖】
[070631] 大＝太【三】【宮】【聖】＊
[070632] Saalima.msodana.
[070701] （大）＋目【三】【聖】
[070702] Mahaainoggallaana.
[070703] Gotta.
[070704] Saavakapaaramii.
[070705] 時＝則生【三】【宮】
[070706] 酥＝蘇【宋】【元】【宮】【聖】
[070707] Siihanaada.
[070708] 目＝日【聖】
[070709] 度＝反【三】【宮】
[070710] Ala.m Moggallaana.
[070711] 住＝作【三】【宮】
[070712] 少分施＝分施與【三】【宮】
[070713] Ni.t.thitaa Mahaamoggallaanassa siihanaadakatha （大目揵連師子吼竟）
[070714] Upaali.
[070715] 看＝者【三】【宮】【聖】
[070716] （為）＋依【三】【宮】【聖】
[070717] （無）＋小【三】【宮】【聖】
