#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01  中論卷第一＝中論序【三】
[056905]05  彼事＝事彼【聖】
[056906]06  印＝即【三】【宮】
[057001]01  姓＝性【三】
[057002]02  互＝年【知】
[057003]03  召＝名【聖】
[057004]04  興＝與【知】
[057005]05  住＝依【元】【明】
[057006]06  羺＝糯【知】
[057007]07  〔聖〕－【知】
[057008]08  苦＋（於當來世受苦）【三】【宮】
[057009]09  墮＝墜【宮】【聖】【知】
[057010]10  此下聖本有光明皇后願文
[057011]11  九＋（此卷弘仁帝宸翰也云云文久紀元…徹定）【知】
<057101>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
<057102>＊  〔第十五〕－【明】
[057101]01  〔第十五〕－【明】＊
[057102]02  辨＝辯【三】【宮】【聖】
[057103]03  [打-丁+它]＝柁【三】【宮】
[057104]04  且＝具【明】
[057105]05  分＋（分）【知】
[057106]06  到＝倒【三】【宮】【聖】【知】
[057107]07  客法 aagantuka-dharma
[057108]08  客想 aagantuka-sa.mj~naa
[057109]09  此＝故【元】
[057110]10  若＝共【元】【明】
[057111]11  求＝受【聖】
[057112]12  伺＝何【元】
[057201]01  性＝姓【聖】【知】
[057202]02  （苦）＋行【聖】
[057203]03  著＝者【元】【明】＊
[057204]04  [卄/別]＝別【宋】【元】【宮】【聖】【知】
<057201>＊  著＝者【元】【明】
[057205]05  七＝十【三】【宮】
[057206]06  常＝當【元】【明】
[057207]07  曾＝習【元】【明】
[057208]08  歸＝師【聖】
[057209]09  亦＝示【知】
[057301]01  離＝雜【知】
[057302]02  謂＝復【三】
[057303]03  眼＝明【三】【宮】【聖】【知】＊
<057301>＊  眼＝明【三】【宮】【聖】【知】
[057304]04  歡＝能【三】
[057401]01  障＝礙【聖】【知】
[057402]02  車＝轉【三】【宮】
[057403]03  肉＝寶【三】【宮】【聖】【知】
[057404]04  彩＝綵【三】【宮】【聖】【知】＊
[057405]05  後＝徵【宮】
[057406]06  （微）＋妙【三】
<057401>＊  彩＝綵【三】【宮】【聖】【知】
[057407]07  醫＝翳【三】【宮】【知】
[057408]08  四＝由【三】
[057501]01  簡＝揀【元】【明】
[057502]02  進＝解【聖】
<057501>＊  〔第十五〕－【明】
[057503]03  〔發正…品〕七字－【聖】【知】
[057504]04  令＝合【知】
[057601]01  靜＝諍【知】
[057701]01  特＝持【宋】【元】
[057702]02  想＝謂【元】【明】
[057703]03  姓＝性【明】【宮】
[057704]04  是＝邊【元】
[057705]05  任＝住【元】【明】
[057706]06  燈盡滅＝證涅槃【三】【宮】，燈涅槃【聖】【知】
[057707]07  此下聖本有光明皇后願文
[057708]08  十＋（延曆六年歲次丁卯三月世日書寫沙彌戒道）【知】
[057709]09  〔本地分竟〕－【三】【宮】【聖】【知】
<057901>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[057901]01  瀑＝暴【三】【宮】
[057902]02  [打-丁+它]＝柁【三】【宮】＊
<057902>＊  [打-丁+它]＝柁【三】【宮】
[058001]01  執＝熱【聖】
[058002]02  所＝法【三】【宮】【聖】＊
[058003]03  法＝所【三】【宮】
[058004]04  止＝正【元】
[058005]05  殖＝植【三】【宮】＊
<058001>＊  殖＝植【三】【宮】
<058002>＊  殖＝植【三】【宮】
[058006]06  常＝恆【元】【明】
[058007]07  （為）＋境【三】【宮】【聖】
<058003>＊  所＝法【三】【宮】【聖】
[058008]08  客＝容【三】【宮】＊
<058004>＊  所＝法【三】【宮】【聖】
<058101>＊  所＝法【三】【宮】【聖】
<058102>＊  所＝法【三】【宮】【聖】
[058101]01  瀑＝暴【三】【宮】【聖】
[058102]02  間＝門【元】
[058103]03  恆＝怛【元】
[058201]01  處＝趣【元】【明】
[058202]02  瞬＝瞚【三】【宮】【聖】
[058203]03  一＝以【明】
[058204]04  今＝念【元】【明】
[058205]05  自＝目【元】
[058206]06  〔依〕－【三】【宮】
[058207]07  身循＝循身【三】【宮】【聖】
[058208]08  法循＝循法【三】【宮】
[058301]01  一＝二【宋】【元】
[058302]02  用＝施【元】【明】
[058303]03  辨＝辯【三】【宮】【聖】＊
[058304]04  果＝異【三】【宮】＊
[058305]05  未＝末【元】
[058306]06  〔又〕－【三】
[058307]07  〔若相〕【三】【宮】
<058301>＊  果＝異【三】【宮】
<058302>＊  果＝異【三】【宮】
<058303>＊  辨＝辯【三】【宮】【聖】
[058308]08  兔＝菟【聖】
<058304>＊  所＝法【三】【宮】【聖】
[058309]09  生＝說【三】【宮】【聖】
[058310]10  心＋（所）【元】【明】
<058305>＊  所＝法【三】【宮】【聖】
[058311]11  所＋（法）【元】【明】
[058401]01  芽＝牙【宋】【元】【宮】
[058402]02  具＝真【宋】
[058403]03  若＝苦【宋】
[058404]04  間＝問【宋】【元】
[058405]05  此下聖本有光明皇后願文
<058401>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[058406]06  所＝法【宮】【聖】＊
<058402>＊  所＝法【宮】【聖】
<058403>＊  所＝法【宮】【聖】
[058407]07  〔中〕－【知】
[058501]01  愛＝受【三】【宮】【聖】＊
[058502]02  若＋（受）【知】
<058501>＊  愛＝受【三】【宮】【聖】
[058503]03  是種＝種是【知】
[058504]04  顧＝領【知】
[058505]05  作是＝為顯【知】
[058506]06  遮＝滅【元】【明】
[058601]01  已＝見【宋】
[058602]02  墮＝隨【三】【宮】＊
<058601>＊  墮＝隨【三】【宮】
[058603]03  是名＝名是【知】
[058604]04  夜＝及【元】
[058605]05  減＝滅【知】
[058606]06  剎＝利【元】
[058607]07  歎＝思【元】【明】
[058608]08  此＝生【元】【明】
[058701]01  〔不〕－【三】【宮】【聖】【知】
[058702]02  乃＝及【明】
[058703]03  汙＝行【宋】
[058704]04  性＝姓【宮】【聖】【知】＊
<058701>＊  性＝姓【宮】【聖】【知】
<058702>＊  性＝姓【宮】【聖】【知】
[058705]05  〔愛〕－【知】
[058706]06  雜＝難【三】【宮】【聖】【知】
[058707]07  相＝想【三】【宮】【聖】【知】
[058708]08  簡＝揀【元】【明】＊
[058709]09  〔有〕－【三】【宮】【聖】【知】
[058801]01  潤＝[澗-日+月]【知】
<058801>＊  簡＝揀【元】【明】
[058802]02  陵＝凌【宋】【元】【宮】
[058803]03  節＝即【元】【明】
[058804]04  析＝折【宮】【聖】【知】＊
[058805]05  芽＝牙【三】【宮】【聖】【知】
<058802>＊  析＝折【宮】【聖】【知】
[058901]01  損＝現【宋】
[058902]02  如＝若【三】
[058903]03  性＝姓【宮】【聖】
[058904]04  此下聖本有光明皇后願文
[058905]05  二＋（太唐貞觀二十二年五月內於長安弘福寺翻經院三藏法師玄奘奉詔譯大總持寺沙門辨機筆受沛洲真諦寺沙門玄中證文大總持寺沙門玄應正字蒲州栖巖寺沙門神泰證義銀青光祿大夫行太子左庶子高陽縣開國公臣許敬宗監閱天平七年歲次乙亥八月十四日寫了書寫師慈氏弟子慈照本名建部木萬呂檀越慈氏弟子慈姓本名三神智萬呂）【知】
<058901>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[058906]06  音＝意【三】【宮】
[058907]07  〔俱〕－【聖】
[059001]01  殺＋（生）【三】【宮】
[059002]02  行＝現【聖】
[059003]03  不＋（以）【三】
[059004]04  大＝太【元】
[059005]05  靜＝淨【明】
[059006]06  勿＝初【明】
[059007]07  受＝授【明】
[059101]01  重＝熏【元】【明】【宮】
[059102]02  重＝熏【明】【宮】
[059103]03  伎＝妓【甲】＊
[059104]04  昇＝升【三】【宮】
[059105]05  嬉＝喜【三】【宮】
<059101>＊  伎＝妓【甲】
<059102>＊  伎＝妓【甲】
[059106]06  二＝一【三】
[059201]01  授＝受【宋】【元】【宮】【聖】
[059202]02  憎＝增【三】【宮】【聖】
[059203]03  [打-丁+它]＝柁【三】【宮】
[059204]04  所＝法【宮】【聖】＊
<059201>＊  所＝法【宮】【聖】
[059301]01  所＝法【宋】【宮】【聖】，所＋（法）【元】【明】
[059302]02  愛＝受【宋】，愛＋（穢）【元】【明】
[059303]03  世＝（間）【三】
[059304]04  廛＝纏【元】【明】
[059401]01  想＝相【三】【宮】
[059402]02  苦＝若【元】【明】
[059403]03  想＝相【宋】【元】【宮】
[059404]04  此下聖本有光明皇后願文
<059401>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[059501]01  〔差別…何〕十七字－【知】
[059502]02  因緣＝緣因【知】
[059601]01  所＝法【宮】【聖】＊
<059601>＊  所＝法【宮】【聖】
[059602]02  彩＝采【宋】【宮】【聖】【知】
[059603]03  性＝姓【宮】【聖】＊
<059602>＊  性＝姓【宮】【聖】
[059604]04  全＝知【知】
[059605]05  相＝根【知】
[059606]06  名四蘊＝四蘊名【三】【宮】
[059607]07  蘊＋（蘊）【聖】
[059608]08  [打-丁+它]＝柁【三】【宮】
[059701]01  輕＝轉【知】
[059702]02  諸＝總【知】
[059703]03  知不＝不知【知】
[059704]04  謂＝諸【知】
[059705]05  析＝折【宋】【元】，拆【宮】
[059706]06  分＋（別）【三】【宮】
[059801]01  析＝折【宋】＊
[059802]02  （正）＋理【三】【宮】
[059803]03  （有）＋與【知】
<059801>＊  析＝折【宋】
[059804]04  硬＝鞭【三】【宮】【聖】，勒【知】
[059805]05  硬＝鞭【三】【宮】【聖】【知】
[059806]06  生冷＝冷生【知】
[059807]07  生＝復【知】
[059808]08  彼＝波【元】
[059809]09  茅＝牙【宋】【元】【宮】【聖】【知】，芽【明】
[059810]10  苣[卄/勝]＝巨勝【宋】【宮】【聖】【知】＊
[059811]11  夫＝大【元】
[059812]12  田＝由【三】【宮】
[059901]01  二＝一【元】【明】
[060001]01  越＝起【聖】
[060002]02  花運＝運華【元】【明】
<060001>＊  苣[卄/勝]＝巨勝【宋】【宮】【聖】【知】
[060003]03  酥＝蘇【宋】【宮】【聖】【知】
[060004]04  嬈＝撓【三】【宮】
[060101]01  諸＝謂【知】
[060102]02  住＝相【宮】【知】
[060103]03  此下聖本有光明皇后願文
[060104]04  四＋（大唐貞瞿廿二年五月內於長安弘福寺翻經院三藏法師玄奘奉詔譯，大總持寺沙門辨機筆受，汴州真諦寺沙門玄中證文，大總持寺沙門應正字，蒲州[打-丁+西]巖寺沙門神泰證義，銀青光祿第夫行太子左庶子，高陽縣開國公臣許敬宗監閱，大唐內常侍輕車都尉菩薩戒弟子觀自在，從無始時來逢緣起過造罪恆沙迷沒愛河，榮纏若海敬寫西域新翻經論以通未聞之，所願四生六道等出塵勞法界有窮斯願，無泯，天平七年歲次乙亥八月十四日寫師慈氏弟子慈泰本名建部古町，檀越慈氏弟子慈姓本名三神智萬呂）【知】
<060101>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[060105]05  資＝次【知】
[060106]06  法＝所【知】＊
<060102>＊  法＝所【知】
[060107]07  簡＝揀【元】【明】＊
[060108]08  愛＝受【宋】
[060201]01  彩＝采【聖】【知】
[060202]02  法＝所【三】【宮】【知】＊
<060201>＊  法＝所【知】
<060202>＊  法＝所【知】
[060203]03  一＋（切）【聖】【知】
[060204]04  [打-丁+它]＝柁【三】【宮】
[060205]05  南＝喃【宋】【元】【宮】
[060206]06  德＝得【三】【宮】＊
[060207]07  瞋＝眼【知】
[060208]08  〔品〕－【三】【宮】【聖】【知】
[060209]09  根＝相【聖】
<060203>＊  簡＝揀【元】【明】
[060301]01  〔隨〕－【知】
[060302]02  更＝耎【宋】
[060303]03  所＝法【聖】
[060304]04  意＝竟【知】
[060305]05  諫＝掉【三】【宮】
[060401]01  詮＝宣【三】【宮】【知】，宜【聖】
[060402]02  庸＝容【聖】
[060403]03  明注曰俱北藏作得
[060404]04  性＝住【甲】
[060405]05  伎＝妓【甲】
[060406]06  喜貪＝貪喜【三】【宮】【聖】【知】
[060501]01  壞＝攝【知】
[060502]02  行＝所【知】
[060503]03  又＝叉【知】
[060504]04  〔諦〕－【三】【宮】，諦＝義【聖】【知】
[060505]05  共＝苦【知】
[060506]06  味＝未【宋】
[060507]07  磨＝摩【三】【宮】【知】
[060601]01  現＝見【知】
[060602]02  依＝從【三】【宮】【聖】【知】
[060603]03  矯＝橋【知】＊
<060601>＊  矯＝橋【知】
<060602>＊  矯＝橋【知】
[060604]04  凌＝陵【三】【宮】【知】
<060603>＊  德＝得【三】【宮】
[060605]05  論＝諦【聖】
<060701>＊  德＝得【三】【宮】
[060701]01  此下聖本有光明皇后願文
[060702]02  知本奧書如卷第五十四
<060702>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[060703]03  〔天〕－【三】【宮】【聖】
[060704]04  性＝生【三】【宮】【聖】
[060801]01  處＝失【元】【明】
[060802]02  斷＋（觀）【元】【明】
[060803]03  殖＝植【三】【宮】
[060901]01  所＝法【三】【宮】
[060902]02  酥＝蘇【宋】【聖】
[060903]03  謂＝說【元】【明】
[060904]04  言＋（三和合）【三】【宮】
[060905]05  所＝法【三】【宮】【聖】
[060906]06  所＝法【聖】
[061001]01  種性＝種姓【宮】【聖】
[061002]02  任＝住【元】【明】
[061003]03  缺＝闕【明】
[061004]04  莊＝粧【元】【明】
[061005]05  角＝捔【三】【宮】
[061006]06  此＝見【元】【明】
[061007]07  問＝何【元】
[061101]01  芽＝子【三】【宮】，牙【聖】
[061102]02  餘＝除【元】【明】
[061103]03  眼＝服【元】
[061104]04  後＝復【三】【宮】【聖】
[061105]05  苦＝若【明】
[061106]06  心所＝心法【三】【宮】【聖】
[061107]07  轉＝縛【三】【宮】【聖】
[061201]01  應＝違【聖】
[061202]02  愛＝受【三】【宮】
[061203]03  此＝次【元】【明】【宮】
[061204]04  分＋（說）【三】【宮】
[061301]01  此下聖本有光明皇后願文
<061301>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[061302]02  作＝依【知】
[061303]03  芽＝互【三】【宮】，牙【聖】【知】
[061304]04  搆＝[穀-(一/禾)+牛]【三】＊，【宮】
<061302>＊  搆＝[穀-(一/禾)+牛]【三】
[061305]05  酥＝蘇【宋】【宮】【聖】【知】
[061306]06  苣[卄/勝]＝巨勝【宋】【宮】【聖】【知】
[061307]07  心法＝心所【三】【宮】【知】
[061308]08  嘗＝當【知】
[061309]09  學＝覺【知】＊
<061303>＊  學＝覺【知】
[061310]10  能＝非【元】
[061401]01  擇＝釋【元】
[061402]02  止＝上【知】
[061403]03  〔了〕－【三】【宮】【聖】【知】
[061404]04  姓＝性【明】
[061405]05  明＝問【元】
[061501]01  苦＝若【元】【明】
[061502]02  雜＝離【聖】
[061601]01  物＝根【三】
[061602]02  正＝止【聖】
[061701]01  謂＝說【知】
[061702]02  濁＝獨【三】【宮】【聖】【知】
[061703]03  觸＝獨【宋】
[061704]04  二＝一【元】【明】
[061705]05  證＝語【三】【宮】
[061706]06  脫＝奪【聖】【知】
[061707]07  〔何〕－【知】
[061708]08  簡＝揀【元】【明】
[061709]09  〔八〕－【宋】
[061801]01  枝＝伎【三】【宮】【聖】【知】
[061802]02  根＝相【聖】
[061803]03  八＝爾【元】【明】
[061804]04  性＝姓【宋】【元】【宮】【聖】【知】
[061805]05  昇＝升【三】【宮】【聖】【知】
[061901]01  斷＋（斷）【知】
[061902]02  愛＝受【知】
[061903]03  令＝食【三】【宮】
[061904]04  觸＝解【聖】
[062001]01  若＝攝【明】
[062002]02  趣＝起【知】
[062003]03  任＝住【宮】【知】
[062004]04  心法＝心所【知】
[062005]05  當＝常【三】【宮】【聖】【知】
[062006]06  心法＝心所【三】【知】
[062007]07  此下聖本有光明皇后願文，知本奧書曰天平七年歲次乙亥八月十四寫了書寫師慈氏弟子慈泰本名建部古町檀越慈氏弟子慈姓本名三神智萬呂
<062001>＊  三藏法師＝沙門【宋】【元】【宮】【知】，唐三藏沙門【明】
[062101]01  愛＝受【三】【宮】
[062102]02  諦＝謗【元】
[062103]03  心所＝心法【宮】【聖】
[062201]01  惑＝或【聖】
[062202]02  簡＝揀【元】【明】
[062203]03  因＝用【三】【宮】【聖】
[062204]04  寶＝實【三】【宮】
[062205]05  〔諸〕－【三】【宮】【聖】
[062206]06  先＝是【聖】
[062207]07  作＝友【三】【宮】【聖】
[062301]01  惶＝遑【宋】【元】【宮】【聖】
[062302]02  音＝意【元】【明】【宮】
[062303]03  妄＝忘【宋】【宮】＊
<062401>＊  妄＝忘【宋】【宮】
<062402>＊  妄＝忘【宋】【宮】
[062401]01  愛＝受【三】【宮】
[062402]02  誹＝非【三】【宮】
[062403]03  任＝住【元】＊
<062403>＊  任＝住【元】
[062501]01  漉＝粗【三】【宮】【聖】
